fecha,anio_hecho,mes_num,nombre_municipio,estrato,sexo_victima,sexo_agresor,naturaleza,nat_viosex,rango_edad,casos,anio_mes
2017-10-07,2017,10,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,12-18,2,2017-10
2017-10-07,2017,10,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,25-34,2,2017-10
2017-10-07,2017,10,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,54-65,1,2017-10
2017-10-07,2017,10,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,7-12,1,2017-10
2017-10-07,2017,10,Medellin,Sin Dato,F,SD,Otro/Desconocido,No Aplica,65+,1,2017-10
2017-10-07,2017,10,Medellin,Sin Dato,M,F,Violencia Física,No Aplica,0-2,1,2017-10
2017-10-07,2017,10,Medellin,Sin Dato,M,M,Otro/Desconocido,No Aplica,7-12,1,2017-10
2017-10-08,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,Acceso carnal,25-34,1,2017-10
2017-10-08,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,Explotación sexual,12-18,1,2017-10
2017-10-08,2017,10,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,12-18,2,2017-10
2017-10-08,2017,10,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,18-24,1,2017-10
2017-10-08,2017,10,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,25-34,3,2017-10
2017-10-08,2017,10,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,45-54,1,2017-10
2017-10-08,2017,10,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,54-65,1,2017-10
2017-10-08,2017,10,Medellin,Sin Dato,M,F,Otro/Desconocido,No Aplica,2-7,1,2017-10
2017-10-08,2017,10,Medellin,Sin Dato,M,F,Violencia Física,No Aplica,54-65,1,2017-10
2017-10-08,2017,10,Medellin,Sin Dato,M,M,Violencia Física,No Aplica,35-44,1,2017-10
2017-10-09,2017,10,Medellin,Sin Dato,F,F,Otro/Desconocido,No Aplica,18-24,1,2017-10
2017-10-09,2017,10,Medellin,Sin Dato,F,F,Otro/Desconocido,No Aplica,2-7,1,2017-10
2017-10-09,2017,10,Medellin,Sin Dato,F,F,Otro/Desconocido,No Aplica,7-12,2,2017-10
2017-10-09,2017,10,Medellin,Sin Dato,F,F,Violencia Física,No Aplica,18-24,1,2017-10
2017-10-09,2017,10,Medellin,Sin Dato,F,F,Violencia Física,No Aplica,25-34,2,2017-10
2017-10-09,2017,10,Medellin,Sin Dato,F,F,Violencia Física,No Aplica,35-44,1,2017-10
2017-10-09,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,Acceso carnal,12-18,1,2017-10
2017-10-09,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,Acceso carnal,18-24,1,2017-10
2017-10-09,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,Acceso carnal,2-7,1,2017-10
2017-10-09,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,12-18,1,2017-10
2017-10-09,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,25-34,1,2017-10
2017-10-09,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,7-12,4,2017-10
2017-10-09,2017,10,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,18-24,2,2017-10
2017-10-09,2017,10,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,25-34,4,2017-10
2017-10-09,2017,10,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,35-44,2,2017-10
2017-10-09,2017,10,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,7-12,1,2017-10
2017-10-09,2017,10,Medellin,Sin Dato,F,M,Violencia Psicológica,No Aplica,65+,1,2017-10
2017-10-09,2017,10,Medellin,Sin Dato,M,M,Negligencia y Abandono,No Aplica,65+,1,2017-10
2017-10-09,2017,10,Medellin,Sin Dato,M,M,Otro/Desconocido,No Aplica,25-34,1,2017-10
2017-10-10,2017,10,Medellin,Sin Dato,F,F,Negligencia y Abandono,No Aplica,0-2,1,2017-10
2017-10-10,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,Acceso carnal,0-2,1,2017-10
2017-10-10,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,2-7,1,2017-10
2017-10-10,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,35-44,1,2017-10
2017-10-10,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,7-12,2,2017-10
2017-10-10,2017,10,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,18-24,1,2017-10
2017-10-10,2017,10,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,25-34,2,2017-10
2017-10-10,2017,10,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,45-54,2,2017-10
2017-10-10,2017,10,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,7-12,1,2017-10
2017-10-10,2017,10,Medellin,Sin Dato,M,F,Violencia Física,No Aplica,18-24,1,2017-10
2017-10-10,2017,10,Medellin,Sin Dato,M,F,Violencia Física,No Aplica,65+,1,2017-10
2017-10-11,2017,10,Medellin,Sin Dato,F,F,Negligencia y Abandono,No Aplica,0-2,1,2017-10
2017-10-11,2017,10,Medellin,Sin Dato,F,F,Violencia Física,No Aplica,12-18,1,2017-10
2017-10-11,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,25-34,1,2017-10
2017-10-11,2017,10,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,25-34,1,2017-10
2017-10-11,2017,10,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,54-65,1,2017-10
2017-10-11,2017,10,Medellin,Sin Dato,F,SD,Violencia Física,No Aplica,18-24,1,2017-10
2017-10-11,2017,10,Medellin,Sin Dato,M,F,Negligencia y Abandono,No Aplica,0-2,1,2017-10
2017-10-11,2017,10,Medellin,Sin Dato,M,F,Otro/Desconocido,No Aplica,2-7,1,2017-10
2017-10-11,2017,10,Medellin,Sin Dato,M,M,Otro/Desconocido,No Aplica,12-18,1,2017-10
2017-10-11,2017,10,Medellin,Sin Dato,M,M,Otro/Desconocido,No Aplica,25-34,1,2017-10
2017-10-11,2017,10,Medellin,Sin Dato,M,M,Violencia Física,No Aplica,25-34,1,2017-10
2017-10-11,2017,10,Medellin,Sin Dato,M,M,Violencia Física,No Aplica,45-54,1,2017-10
2017-10-11,2017,10,Medellin,Sin Dato,M,SD,Violencia Física,No Aplica,12-18,1,2017-10
2017-10-12,2017,10,Medellin,Sin Dato,F,F,Otro/Desconocido,No Aplica,12-18,2,2017-10
2017-10-12,2017,10,Medellin,Sin Dato,F,F,Otro/Desconocido,No Aplica,2-7,1,2017-10
2017-10-12,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,Acceso carnal,25-34,1,2017-10
2017-10-12,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,Acceso carnal,7-12,1,2017-10
2017-10-12,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,12-18,1,2017-10
2017-10-12,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,2-7,4,2017-10
2017-10-12,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,7-12,3,2017-10
2017-10-12,2017,10,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,18-24,1,2017-10
2017-10-12,2017,10,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,25-34,3,2017-10
2017-10-12,2017,10,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,35-44,2,2017-10
2017-10-12,2017,10,Medellin,Sin Dato,F,SD,Otro/Desconocido,No Aplica,0-2,1,2017-10
2017-10-12,2017,10,Medellin,Sin Dato,M,F,Negligencia y Abandono,No Aplica,0-2,1,2017-10
2017-10-12,2017,10,Medellin,Sin Dato,M,F,Negligencia y Abandono,No Aplica,2-7,1,2017-10
2017-10-12,2017,10,Medellin,Sin Dato,M,M,Otro/Desconocido,Acceso carnal,2-7,1,2017-10
2017-10-12,2017,10,Medellin,Sin Dato,M,M,Otro/Desconocido,No Aplica,2-7,3,2017-10
2017-10-13,2017,10,Medellin,Sin Dato,F,F,Violencia Física,No Aplica,18-24,1,2017-10
2017-10-13,2017,10,Medellin,Sin Dato,F,F,Violencia Psicológica,No Aplica,25-34,1,2017-10
2017-10-13,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,Acceso carnal,12-18,1,2017-10
2017-10-13,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,Acceso carnal,25-34,1,2017-10
2017-10-13,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,Acoso sexual,12-18,1,2017-10
2017-10-13,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,Acoso sexual,35-44,1,2017-10
2017-10-13,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,0-2,1,2017-10
2017-10-13,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,12-18,1,2017-10
2017-10-13,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,2-7,4,2017-10
2017-10-13,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,25-34,1,2017-10
2017-10-13,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,54-65,1,2017-10
2017-10-13,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,7-12,5,2017-10
2017-10-13,2017,10,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,12-18,1,2017-10
2017-10-13,2017,10,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,18-24,3,2017-10
2017-10-13,2017,10,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,25-34,6,2017-10
2017-10-13,2017,10,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,35-44,6,2017-10
2017-10-13,2017,10,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,45-54,2,2017-10
2017-10-13,2017,10,Medellin,Sin Dato,F,SD,Otro/Desconocido,No Aplica,0-2,2,2017-10
2017-10-13,2017,10,Medellin,Sin Dato,F,SD,Violencia Física,No Aplica,35-44,1,2017-10
2017-10-13,2017,10,Medellin,Sin Dato,F,SD,Violencia Física,No Aplica,45-54,1,2017-10
2017-10-13,2017,10,Medellin,Sin Dato,M,F,Negligencia y Abandono,No Aplica,0-2,1,2017-10
2017-10-13,2017,10,Medellin,Sin Dato,M,F,Negligencia y Abandono,No Aplica,2-7,1,2017-10
2017-10-13,2017,10,Medellin,Sin Dato,M,M,Otro/Desconocido,No Aplica,12-18,1,2017-10
2017-10-13,2017,10,Medellin,Sin Dato,M,M,Otro/Desconocido,No Aplica,2-7,1,2017-10
2017-10-13,2017,10,Medellin,Sin Dato,M,M,Otro/Desconocido,No Aplica,25-34,1,2017-10
2017-10-13,2017,10,Medellin,Sin Dato,M,M,Otro/Desconocido,No Aplica,7-12,1,2017-10
2017-10-13,2017,10,Medellin,Sin Dato,M,M,Violencia Física,No Aplica,12-18,1,2017-10
2017-10-13,2017,10,Medellin,Sin Dato,M,M,Violencia Física,No Aplica,25-34,1,2017-10
2017-10-13,2017,10,Medellin,Sin Dato,M,SD,Violencia Física,No Aplica,35-44,1,2017-10
2017-10-14,2017,10,Medellin,Sin Dato,F,F,Negligencia y Abandono,No Aplica,0-2,1,2017-10
2017-10-14,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,0-2,1,2017-10
2017-10-14,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,12-18,1,2017-10
2017-10-14,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,2-7,3,2017-10
2017-10-14,2017,10,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,18-24,1,2017-10
2017-10-14,2017,10,Medellin,Sin Dato,M,M,Violencia Física,No Aplica,25-34,1,2017-10
2017-10-15,2017,10,Medellin,Sin Dato,F,F,Violencia Física,No Aplica,2-7,1,2017-10
2017-10-15,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,0-2,1,2017-10
2017-10-15,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,2-7,1,2017-10
2017-10-15,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,7-12,1,2017-10
2017-10-15,2017,10,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,18-24,1,2017-10
2017-10-16,2017,10,Medellin,Sin Dato,F,F,Violencia Física,No Aplica,12-18,1,2017-10
2017-10-16,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,0-2,1,2017-10
2017-10-16,2017,10,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,25-34,1,2017-10
2017-10-17,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,Acceso carnal,12-18,1,2017-10
2017-10-17,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,Acceso carnal,25-34,1,2017-10
2017-10-17,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,12-18,2,2017-10
2017-10-17,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,2-7,1,2017-10
2017-10-17,2017,10,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,18-24,2,2017-10
2017-10-17,2017,10,Medellin,Sin Dato,M,M,Otro/Desconocido,Acceso carnal,25-34,1,2017-10
2017-10-17,2017,10,Medellin,Sin Dato,M,M,Otro/Desconocido,No Aplica,2-7,1,2017-10
2017-10-17,2017,10,Medellin,Sin Dato,M,M,Violencia Física,No Aplica,25-34,1,2017-10
2017-10-18,2017,10,Medellin,Sin Dato,F,F,Negligencia y Abandono,No Aplica,2-7,1,2017-10
2017-10-18,2017,10,Medellin,Sin Dato,F,F,Violencia Física,No Aplica,18-24,1,2017-10
2017-10-18,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,Acceso carnal,12-18,1,2017-10
2017-10-18,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,0-2,1,2017-10
2017-10-18,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,12-18,3,2017-10
2017-10-18,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,2-7,1,2017-10
2017-10-18,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,25-34,1,2017-10
2017-10-18,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,7-12,1,2017-10
2017-10-18,2017,10,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,18-24,1,2017-10
2017-10-18,2017,10,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,25-34,4,2017-10
2017-10-18,2017,10,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,35-44,2,2017-10
2017-10-18,2017,10,Medellin,Sin Dato,F,SD,Otro/Desconocido,No Aplica,7-12,1,2017-10
2017-10-18,2017,10,Medellin,Sin Dato,F,SD,Violencia Física,No Aplica,35-44,1,2017-10
2017-10-18,2017,10,Medellin,Sin Dato,M,M,Otro/Desconocido,No Aplica,2-7,1,2017-10
2017-10-18,2017,10,Medellin,Sin Dato,M,M,Violencia Física,No Aplica,12-18,1,2017-10
2017-10-18,2017,10,Medellin,Sin Dato,M,M,Violencia Física,No Aplica,54-65,1,2017-10
2017-10-18,2017,10,Medellin,Sin Dato,M,SD,Negligencia y Abandono,No Aplica,7-12,1,2017-10
2017-10-19,2017,10,Medellin,Sin Dato,F,F,Negligencia y Abandono,No Aplica,2-7,1,2017-10
2017-10-19,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,12-18,1,2017-10
2017-10-19,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,2-7,2,2017-10
2017-10-19,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,7-12,1,2017-10
2017-10-19,2017,10,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,18-24,1,2017-10
2017-10-19,2017,10,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,25-34,2,2017-10
2017-10-19,2017,10,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,35-44,2,2017-10
2017-10-19,2017,10,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,54-65,1,2017-10
2017-10-19,2017,10,Medellin,Sin Dato,F,SD,Otro/Desconocido,No Aplica,2-7,1,2017-10
2017-10-19,2017,10,Medellin,Sin Dato,M,F,Violencia Física,No Aplica,18-24,1,2017-10
2017-10-19,2017,10,Medellin,Sin Dato,M,F,Violencia Física,No Aplica,25-34,1,2017-10
2017-10-19,2017,10,Medellin,Sin Dato,M,F,Violencia Física,No Aplica,45-54,1,2017-10
2017-10-19,2017,10,Medellin,Sin Dato,M,M,Violencia Física,No Aplica,25-34,1,2017-10
2017-10-19,2017,10,Medellin,Sin Dato,M,M,Violencia Física,No Aplica,54-65,1,2017-10
2017-10-19,2017,10,Medellin,Sin Dato,M,SD,Otro/Desconocido,Explotación sexual,12-18,1,2017-10
2017-10-20,2017,10,Medellin,Sin Dato,F,F,Negligencia y Abandono,No Aplica,0-2,2,2017-10
2017-10-20,2017,10,Medellin,Sin Dato,F,F,Negligencia y Abandono,No Aplica,2-7,1,2017-10
2017-10-20,2017,10,Medellin,Sin Dato,F,F,Violencia Física,No Aplica,12-18,1,2017-10
2017-10-20,2017,10,Medellin,Sin Dato,F,F,Violencia Física,No Aplica,35-44,1,2017-10
2017-10-20,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,0-2,1,2017-10
2017-10-20,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,12-18,3,2017-10
2017-10-20,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,2-7,3,2017-10
2017-10-20,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,25-34,1,2017-10
2017-10-20,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,7-12,4,2017-10
2017-10-20,2017,10,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,12-18,4,2017-10
2017-10-20,2017,10,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,18-24,4,2017-10
2017-10-20,2017,10,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,25-34,3,2017-10
2017-10-20,2017,10,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,35-44,1,2017-10
2017-10-20,2017,10,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,45-54,1,2017-10
2017-10-20,2017,10,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,65+,1,2017-10
2017-10-20,2017,10,Medellin,Sin Dato,F,M,Violencia Psicológica,No Aplica,45-54,1,2017-10
2017-10-20,2017,10,Medellin,Sin Dato,F,SD,Otro/Desconocido,No Aplica,2-7,1,2017-10
2017-10-20,2017,10,Medellin,Sin Dato,M,F,Negligencia y Abandono,No Aplica,2-7,1,2017-10
2017-10-20,2017,10,Medellin,Sin Dato,M,F,Violencia Física,No Aplica,2-7,1,2017-10
2017-10-20,2017,10,Medellin,Sin Dato,M,M,Negligencia y Abandono,No Aplica,2-7,1,2017-10
2017-10-20,2017,10,Medellin,Sin Dato,M,M,Otro/Desconocido,No Aplica,2-7,2,2017-10
2017-10-20,2017,10,Medellin,Sin Dato,M,M,Otro/Desconocido,No Aplica,7-12,1,2017-10
2017-10-20,2017,10,Medellin,Sin Dato,M,M,Violencia Física,No Aplica,12-18,1,2017-10
2017-10-20,2017,10,Medellin,Sin Dato,M,M,Violencia Física,No Aplica,25-34,1,2017-10
2017-10-20,2017,10,Medellin,Sin Dato,M,M,Violencia Física,No Aplica,35-44,1,2017-10
2017-10-20,2017,10,Medellin,Sin Dato,M,SD,Violencia Física,No Aplica,12-18,1,2017-10
2017-10-21,2017,10,Medellin,Sin Dato,F,F,Negligencia y Abandono,No Aplica,0-2,1,2017-10
2017-10-21,2017,10,Medellin,Sin Dato,F,F,Otro/Desconocido,Acoso sexual,7-12,1,2017-10
2017-10-21,2017,10,Medellin,Sin Dato,F,F,Otro/Desconocido,No Aplica,7-12,1,2017-10
2017-10-21,2017,10,Medellin,Sin Dato,F,F,Violencia Física,No Aplica,2-7,1,2017-10
2017-10-21,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,0-2,1,2017-10
2017-10-21,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,12-18,1,2017-10
2017-10-21,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,18-24,2,2017-10
2017-10-21,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,35-44,1,2017-10
2017-10-21,2017,10,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,18-24,2,2017-10
2017-10-21,2017,10,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,25-34,3,2017-10
2017-10-21,2017,10,Medellin,Sin Dato,F,M,Violencia Psicológica,No Aplica,7-12,1,2017-10
2017-10-21,2017,10,Medellin,Sin Dato,M,M,Otro/Desconocido,No Aplica,2-7,1,2017-10
2017-10-22,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,Acceso carnal,2-7,1,2017-10
2017-10-22,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,Acceso carnal,25-34,1,2017-10
2017-10-22,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,Acceso carnal,7-12,1,2017-10
2017-10-22,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,12-18,1,2017-10
2017-10-22,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,2-7,3,2017-10
2017-10-22,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,7-12,2,2017-10
2017-10-22,2017,10,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,18-24,2,2017-10
2017-10-22,2017,10,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,25-34,1,2017-10
2017-10-22,2017,10,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,45-54,1,2017-10
2017-10-22,2017,10,Medellin,Sin Dato,M,M,Otro/Desconocido,No Aplica,7-12,1,2017-10
2017-10-22,2017,10,Medellin,Sin Dato,M,M,Violencia Física,No Aplica,12-18,1,2017-10
2017-10-23,2017,10,Medellin,Sin Dato,F,F,Otro/Desconocido,No Aplica,2-7,1,2017-10
2017-10-23,2017,10,Medellin,Sin Dato,F,F,Violencia Física,No Aplica,12-18,1,2017-10
2017-10-23,2017,10,Medellin,Sin Dato,F,F,Violencia Física,No Aplica,18-24,1,2017-10
2017-10-23,2017,10,Medellin,Sin Dato,F,F,Violencia Física,No Aplica,25-34,2,2017-10
2017-10-23,2017,10,Medellin,Sin Dato,F,F,Violencia Física,No Aplica,35-44,1,2017-10
2017-10-23,2017,10,Medellin,Sin Dato,F,F,Violencia Psicológica,No Aplica,2-7,1,2017-10
2017-10-23,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,Acceso carnal,12-18,1,2017-10
2017-10-23,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,Acceso carnal,7-12,1,2017-10
2017-10-23,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,12-18,3,2017-10
2017-10-23,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,2-7,4,2017-10
2017-10-23,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,7-12,4,2017-10
2017-10-23,2017,10,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,12-18,1,2017-10
2017-10-23,2017,10,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,18-24,1,2017-10
2017-10-23,2017,10,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,25-34,4,2017-10
2017-10-23,2017,10,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,35-44,2,2017-10
2017-10-23,2017,10,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,45-54,1,2017-10
2017-10-23,2017,10,Medellin,Sin Dato,F,M,Violencia Psicológica,No Aplica,54-65,1,2017-10
2017-10-23,2017,10,Medellin,Sin Dato,F,M,Violencia Psicológica,No Aplica,65+,1,2017-10
2017-10-23,2017,10,Medellin,Sin Dato,F,SD,Otro/Desconocido,No Aplica,2-7,1,2017-10
2017-10-23,2017,10,Medellin,Sin Dato,M,F,Negligencia y Abandono,No Aplica,2-7,2,2017-10
2017-10-23,2017,10,Medellin,Sin Dato,M,M,Otro/Desconocido,No Aplica,2-7,1,2017-10
2017-10-23,2017,10,Medellin,Sin Dato,M,M,Violencia Física,No Aplica,45-54,1,2017-10
2017-10-24,2017,10,Medellin,Sin Dato,F,F,Negligencia y Abandono,No Aplica,2-7,1,2017-10
2017-10-24,2017,10,Medellin,Sin Dato,F,F,Negligencia y Abandono,No Aplica,7-12,2,2017-10
2017-10-24,2017,10,Medellin,Sin Dato,F,F,Violencia Física,No Aplica,18-24,1,2017-10
2017-10-24,2017,10,Medellin,Sin Dato,F,F,Violencia Física,No Aplica,25-34,1,2017-10
2017-10-24,2017,10,Medellin,Sin Dato,F,M,Negligencia y Abandono,No Aplica,2-7,1,2017-10
2017-10-24,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,Acceso carnal,12-18,1,2017-10
2017-10-24,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,12-18,1,2017-10
2017-10-24,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,2-7,1,2017-10
2017-10-24,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,25-34,1,2017-10
2017-10-24,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,35-44,1,2017-10
2017-10-24,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,7-12,2,2017-10
2017-10-24,2017,10,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,18-24,1,2017-10
2017-10-24,2017,10,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,25-34,1,2017-10
2017-10-24,2017,10,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,35-44,1,2017-10
2017-10-24,2017,10,Medellin,Sin Dato,F,SD,Otro/Desconocido,No Aplica,0-2,1,2017-10
2017-10-24,2017,10,Medellin,Sin Dato,M,F,Negligencia y Abandono,No Aplica,2-7,1,2017-10
2017-10-24,2017,10,Medellin,Sin Dato,M,M,Negligencia y Abandono,No Aplica,2-7,1,2017-10
2017-10-24,2017,10,Medellin,Sin Dato,M,M,Otro/Desconocido,No Aplica,2-7,1,2017-10
2017-10-24,2017,10,Medellin,Sin Dato,M,M,Violencia Física,No Aplica,7-12,1,2017-10
2017-10-24,2017,10,Medellin,Sin Dato,M,SD,Otro/Desconocido,No Aplica,2-7,1,2017-10
2017-10-25,2017,10,Medellin,Sin Dato,F,F,Negligencia y Abandono,No Aplica,12-18,1,2017-10
2017-10-25,2017,10,Medellin,Sin Dato,F,F,Negligencia y Abandono,No Aplica,2-7,1,2017-10
2017-10-25,2017,10,Medellin,Sin Dato,F,F,Otro/Desconocido,No Aplica,12-18,1,2017-10
2017-10-25,2017,10,Medellin,Sin Dato,F,F,Violencia Física,No Aplica,12-18,1,2017-10
2017-10-25,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,12-18,3,2017-10
2017-10-25,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,2-7,1,2017-10
2017-10-25,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,35-44,1,2017-10
2017-10-25,2017,10,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,7-12,2,2017-10
